review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
"Wisata Danau Tangkas dan Pulau Tepus

tidak mampu lagi aku berkata-kata,
indahnya luar biasa.

tempat ini menyediakan wisata air, tempat camping, spot foto menarik, balai, villa, jembatan, kantin, toilet, tempat karaoke dan musholla.

yang uniknya adalah, danau ini terbentuk dari sungai Batanghari Jambi yang terputus karna tekanan air pada sungai.

disana tumbuh banyak pohon putat yang daunnya bisa dibuat minuman teh dan ketika bunganya mekar berwarna merah terlihat seperti pohon sakura yang berguguran.

indahnya tidak terlukiskan kata-kata,
anda harus kesana, kapanpun!!",wisata danau tangkas pulau tepus indahnya menyediakan wisata air camping spot foto menarik balai villa jembatan kantin toilet karaoke musholla uniknya danau terbentuk sungai batanghari jambi terputus tekanan air sungai disana tumbuh pohon putat daunnya minuman teh bunganya mekar berwarna merah pohon sakura berguguran indahnya terlukiskan kesana,wisata danau tangkas pulau tepus indah sedia wisata air camping spot foto tarik balai villa jembatan kantin toilet karaoke musholla unik danau bentuk sungai batanghari jambi putus tekan air sungai sana tumbuh pohon putat daun minum teh bunga mekar warna merah pohon sakura gugur indah lukis kesana,Tanjung Laut,Jambi
Lumayan bagus lah ..,lumayan bagus,lumayan bagus,Tanjung Laut,Jambi
Ntappp,mantap,mantap,Tanjung Laut,Jambi
Mantappp bangett,mantap banget,mantap banget,Tanjung Laut,Jambi
Asri,asri,asri,Tanjung Laut,Jambi
Sangat damai.siip,damai sip,damai sip,Tanjung Laut,Jambi
Danau tangkas cocok banget buat camp karena menyediakan alam yang cukup baik dan di fasilitasi dengan toilet dan mushollah.,danau tangkas cocok banget camp menyediakan alam fasilitasi toilet mushollah,danau tangkas cocok banget camp sedia alam fasilitas toilet mushollah,Tanjung Laut,Jambi
"Danau tangkas sangat bagus untuk wahana rekreasi bagi warga jambi yang masih kekurangan tempat untuk piknik atau berlibur,, walaupun masih belum lengkap dan masih proses pembangunan,, danau tangkas sudah mengeluarkan aura positif untuk tempat rekreasi masyarakat jambi",danau tangkas bagus wahana rekreasi warga jambi kekurangan piknik berlibur lengkap proses pembangunan danau tangkas mengeluarkan aura positif rekreasi masyarakat jambi,danau tangkas bagus wahana rekreasi warga jambi kurang piknik libur lengkap proses bangun danau tangkas keluar aura positif rekreasi masyarakat jambi,Tanjung Laut,Jambi
"Keren..
Banyak yang camping disini",keren camping,keren camping,Tanjung Laut,Jambi
"Untuk camping bagus, hanya saja harga sewa perahu dak speedboat cukup mahal dri 60k-100k",camping bagus harga sewa perahu indak speedboat mahal kak kak,camping bagus harga sewa perahu indak speedboat mahal kak kak,Tanjung Laut,Jambi
"Salah satu tempat wisata dan tempat rekreasi keluarga menarik di kabupaten Muaro jambi walaupun jalannya masih belum bagus banget tapi tempatnya bagus dan indah ada banana boat, donat boat, rumah pohon, bisa keliling danau pake perahu. Bisa kamping juga. Cocok buat ajak keluarga kesini",salah wisata rekreasi keluarga menarik kabupaten muaro jambi jalannya bagus banget tempatnya bagus indah banana boat donat boat rumah pohon keliling danau pakai perahu kamping cocok ajak keluarga kesini,salah wisata rekreasi keluarga tarik kabupaten muaro jambi jalan bagus banget tempat bagus indah banana boat donat boat rumah pohon keliling danau pakai perahu kamping cocok ajak keluarga kesini,Tanjung Laut,Jambi
Jalan yg perlu diperbaiki,jalan diperbaiki,jalan baik,Tanjung Laut,Jambi
"Tempat wisata di Desa Tanjung Lanjut, Kab Muaro Jambi, Provinsi Jambi. Terhitung baru. Ada boat dan perahu utk menyeberang ke pulau yg di tengah danau. Bisa camping jg di pulaunya. Ada rumah pohon yg bisa jadi tempat bersantai.

Kalau air sedang surut, tingginya hanya sepinggang orang dewasa. Jadi tidak khawatir tenggelam utk yg tidak bisa berenang.

Paling bagus dikunjungi saat sore karena tidak terlalu panas dan bisa melihat sunset.

Ada kantin apung untuk tempat makan dan beli dogan/kelapa muda.

Tiket masuk 13 ribu rupiah.

Ayo kesini!",wisata desa tanjung kab muaro jambi provinsi jambi terhitung boat perahu menyeberang pulau tengah danau camping pulaunya rumah pohon bersantai air surut tingginya sepinggang dewasa khawatir tenggelam berenang bagus dikunjungi sore panas sunset kantin apung makan beli dogan kelapa muda tiket ribu rupiah ayo kesini,wisata desa tanjung kab muaro jambi provinsi jambi hitung boat perahu seberang pulau tengah danau camping pulau rumah pohon santa air surut tinggi pinggang dewasa khawatir tenggelam renang bagus kunjung sore panas sunset kantin apung makan beli dog kelapa muda tiket ribu rupiah ayo kesini,Tanjung Laut,Jambi
"Seminggu yg lalu kesana karena mungkin hari biasa jadi g ada pengunjung
Klo kata org situ sih ramenya klo weekend soalnya mereka sekalian camping gitu
Jd klo buat anak muda sih cocok",seminggu kesana pengunjung kalo situ ramenya kalo weekend camping kalo anak muda cocok,minggu kesana unjung kalo situ ramenya kalo weekend camping kalo anak muda cocok,Tanjung Laut,Jambi
Bagus,bagus,bagus,Tanjung Laut,Jambi
"Keren tempatnya, cuma aksesnya jalan kesana sempit dan jelek. Disarankan untuk membawa mobil besar.",keren tempatnya aksesnya jalan kesana sempit jelek disarankan membawa mobil,keren tempat akses jalan kesana sempit jelek saran bawa mobil,Tanjung Laut,Jambi
Puas,puas,puas,Tanjung Laut,Jambi
"Tempatnya Nyaman Untuk Istirahat, Susana Bnar- Bnar Alami Memanfaatkan Konsep Alam",tempatnya nyaman istirahat susana bnar bnar alami memanfaatkan konsep alam,tempat nyaman istirahat susana bnar bnar alami manfaat konsep alam,Tanjung Laut,Jambi
"Agak jauhan dari kota, tempatnya bgs buat piknik sesekali dgn keluarga, rekan atau teman
Mau camping menginap bs juga
Menu makan dan minumnya aja yang kurang ini",jauhan kota tempatnya bagus piknik keluarga rekan teman camping menginap menu makan minumnya,jauh kota tempat bagus piknik keluarga rekan teman camping inap menu makan minum,Tanjung Laut,Jambi
Adik untuk liburan,adik liburan,adik libur,Tanjung Laut,Jambi
Aku suka tempat ini indah,suka indah,suka indah,Tanjung Laut,Jambi
cocok untuk tempat camping,cocok camping,cocok camping,Tanjung Laut,Jambi
Tempat Danau Tangkas...masih Alami....masih dlm Pembangunan...Jln menuju ke sana masih kurang bagus...,danau tangkas alami pembangunan jalan bagus,danau tangkas alami bangun jalan bagus,Tanjung Laut,Jambi
Bagus...,bagus,bagus,Tanjung Laut,Jambi
Ayo berwisata ke danau tangkas..mantapp panoramanya,ayo berwisata danau tangkas mantap panoramanya,ayo wisata danau tangkas mantap panorama,Tanjung Laut,Jambi
Recomend buat camping sama keluarga dan sahabat.,recomend camping keluarga sahabat,recomend camping keluarga sahabat,Tanjung Laut,Jambi
Nice,nice,nice,Tanjung Laut,Jambi
Salah satu tempat liburan keluarga yang ada di provinsi Jambi dan lokasinya dekat dengan kota Jambi,salah liburan keluarga provinsi jambi lokasinya kota jambi,salah libur keluarga provinsi jambi lokasi kota jambi,Tanjung Laut,Jambi
Tolong pengelolah danau tangkas.. Google maps..nya ga pas..nyasar jadi ny..,tolong pengelolah danau tangkas pas nyasar,tolong elo danau tangkas pas nyasar,Tanjung Laut,Jambi
Tempat yang sangat seru untuk berlibur meluangkan waktu bersama keluarga teman ataupun pacar..,seru berlibur meluangkan waktu keluarga teman pacar,seru libur luang waktu keluarga teman pacar,Tanjung Laut,Jambi
Mantap kereen...👍👍,mantap keren,mantap keren,Tanjung Laut,Jambi
"Jangan ke lokasi titik yang ini, bisa nyasar

cari kata kunci danau tangkas yang lain",lokasi titik nyasar cari kunci danau tangkas,lokasi titik nyasar cari kunci danau tangkas,Tanjung Laut,Jambi
"Tempat wisata andalan muaro jambi, jarak tempuh dari kota jambi menuju ke danau tangkas kurang lebih 1 1/2 jam.",wisata andalan muaro jambi jarak tempuh kota jambi danau tangkas jam,wisata andal muaro jambi jarak tempuh kota jambi danau tangkas jam,Tanjung Laut,Jambi
"Ada Pulau Tepus bisa unt istirahat makan, mendirikan tenda, menyewa perahu unt masuk ke rumah pohon, perahu donat, bebek n banana boat",pulau tepus unt istirahat makan mendirikan tenda menyewa perahu unt rumah pohon perahu donat bebek banana boat,pulau tepus unt istirahat makan diri tenda sewa perahu unt rumah pohon perahu donat bebek banana boat,Tanjung Laut,Jambi
Tempatnya Asik masih alami.... tapi sayang akses menuju kelokasi jalanya kurang mengenakan,tempatnya asik alami sayang akses kelokasi jalanya mengenakan,tempat asik alami sayang akses lokasi jala kena,Tanjung Laut,Jambi
Niceeeee....👍,niceeeee,niceeeee,Tanjung Laut,Jambi
Rekreasi asyik,rekreasi asyik,rekreasi asyik,Tanjung Laut,Jambi
cocok untuk camping,cocok camping,cocok camping,Tanjung Laut,Jambi
mantap,mantap,mantap,Tanjung Laut,Jambi
bagus,bagus,bagus,Tanjung Laut,Jambi
"Cocok untuk camping,, jangan dihari libur,, padat merayap",cocok camping dihari libur padat merayap,cocok camping hari libur padat rayap,Tanjung Laut,Jambi
Mantap tempat ya...kebetulan kesana pas pasang air ya....suka ..suka,mantap kesana pas pasang air suka suka,mantap kesana pas pasang air suka suka,Tanjung Laut,Jambi
"Tempat wisata alternatif yg bagus, mungkin akses ke tempat wisata harus lebih diperhatikan lagi, karena jalan yang rusak di beberapa tempat.",wisata alternatif bagus akses wisata diperhatikan jalan rusak,wisata alternatif bagus akses wisata perhati jalan rusak,Tanjung Laut,Jambi
"Sangat bagus utk menenangkan jiwa. Alamnya masih alami,bersih dan rapi.
Penduduk sekitar dan pengurus sangat ramah dan terstruktur",bagus menenangkan jiwa alamnya alami bersih rapi penduduk pengurus ramah terstruktur,bagus tenang jiwa alam alami bersih rapi duduk urus ramah struktur,Tanjung Laut,Jambi
"Tempat yg cukup nyaman untuk rehat dari kesibukan sehari2, apalagi kalo camping  bersama keluarga dan teman2. Tiket masuk jg murah. Semoga semakin bagus dan tindak tegas pengunjung yg membuang sampah di danau. Jangan sampe keramaian justru membuat banyak sampah di danaunya.",nyaman rehat kesibukan sehari kalo camping keluarga teman tiket murah semoga bagus tindak pengunjung membuang sampah danau keramaian sampah danaunya,nyaman rehat sibuk hari kalo camping keluarga teman tiket murah moga bagus tindak unjung buang sampah danau ramai sampah danau,Tanjung Laut,Jambi
Asyik buat camping bareng keluarga...👍🏻👍🏻,asyik camping bareng keluarga,asyik camping bareng keluarga,Tanjung Laut,Jambi
Sangat bagus dan cantik pemandangan nya. Seru untuk acara kemping fasilitas sudah bagus. Pelayanan sangat sangat ramah. Untuk akses menuju danau tangkas sudah lumayan baik sehingga bisa dengan cepat sampai di danau tangkas.,bagus cantik pemandangan seru acara kemping fasilitas bagus pelayanan ramah akses danau tangkas lumayan cepat danau tangkas,bagus cantik pandang seru acara kemping fasilitas bagus layan ramah akses danau tangkas lumayan cepat danau tangkas,Tanjung Laut,Jambi
"Tempatnya masih asri, cocok buat camping. Semoga bisa dikelola dg baik. Hanya jalan menuju danau benar2 menguras tenaga, karena harus melewati jalan tanah diantara hutan karet dan sawit. Tp worth it lah begitu sampai disuguhi keindahan danau. Jangan kesana ketika banjir, krn pulaunya tenggelam.",tempatnya asri cocok camping semoga dikelola jalan danau menguras tenaga melewati jalan tanah hutan karet sawit worth disuguhi keindahan danau kesana banjir pulaunya tenggelam,tempat asri cocok camping moga kelola jalan danau uras tenaga lewat jalan tanah hutan karet sawit worth suguh indah danau kesana banjir pulau tenggelam,Tanjung Laut,Jambi
Ramah Keluarga,ramah keluarga,ramah keluarga,Tanjung Laut,Jambi
"Danau Tangkas yg berlokasi di desa Tanjung Lanjut-Muaro Jambi ini bisa menjadi salah satu objek wisata alternatife untuk yg mau berlibur tapi tidak punya waktu cukup panjang.Dari kota Jambi bisa ditempuh sekitar 1,5 jam berkendara.Tiket nyebrang speedboat 25rb pp,ada rumah pohon juga yg disewakan,camp area dg pohon2 yg bisa digunakan untuk hammocking.Pendopo dan fasilitas MCK jg tersedia",danau tangkas berlokasi desa tanjung muaro jambi salah objek wisata alternatife berlibur waktu kota jambi ditempuh jam berkendara tiket nyebrang speedboat ribu pp rumah pohon disewakan camp area pohon hammocking pendopo fasilitas mck tersedia,danau tangkas lokasi desa tanjung muaro jambi salah objek wisata alternatife libur waktu kota jambi tempuh jam kendara tiket nyebrang speedboat ribu pp rumah pohon sewa camp area pohon hammocking pendopo fasilitas mck sedia,Tanjung Laut,Jambi
"Tempat nya asri, berbaur dengan alam apalagi yg ingin mencoba andrenalinyya dgn naek spead boat yg disewakan... Seru niann...",asri berbaur alam mencoba andrenalinyya spead boat disewakan seru niann,asri baur alam coba andrenalinyya spead boat sewa seru niann,Tanjung Laut,Jambi
"Bersih, Aman, Nyaman",bersih aman nyaman,bersih aman nyaman,Tanjung Laut,Jambi
Nyaman tapi keamanan untuk anak yang belum,nyaman keamanan anak,nyaman aman anak,Tanjung Laut,Jambi
"Salah satu tempat wisata yg cukup menarik di kab. Muaro Jambi, waktu tempuh sekitar 2 jam dari kota Jambi. Akses jalan menuju lokasi lumayan, sebagian aspal, cor beton, dan jalan kebun tanah merah, tp bisa dilalui motor dan mobil. Pemandangan dan suasana danau bagus, banyak kegiatan yg bisa dilakukan, bermain di rumah pohon, naek perahu keliling danau dan hutan liontin, bermain wahana banana boat, ada donut boat juga, bisa camping juga disini.. seru deh",salah wisata menarik kab muaro jambi waktu tempuh jam kota jambi akses jalan lokasi lumayan aspal cor beton jalan kebun tanah merah motor mobil pemandangan suasana danau bagus kegiatan bermain rumah pohon perahu keliling danau hutan liontin bermain wahana banana boat donut boat camping seru,salah wisata tarik kab muaro jambi waktu tempuh jam kota jambi akses jalan lokasi lumayan aspal cor beton jalan kebun tanah merah motor mobil pandang suasana danau bagus giat main rumah pohon perahu keliling danau hutan liontin main wahana banana boat donut boat camping seru,Tanjung Laut,Jambi
"lumayan buat makan merawang ...
nyaman tempatnyo",lumayan makan merawang nyaman tempatnyo,lumayan makan rawang nyaman tempatnyo,Tanjung Laut,Jambi
"Biasa aja, kalau ngga ambil paket itunganny mahal, apa2 harus bayar, duduk d rmh pohon aja bayar per jam",ambil paket itunganny mahal bayar duduk rumah pohon bayar jam,ambil paket itunganny mahal bayar duduk rumah pohon bayar jam,Tanjung Laut,Jambi
"Warganya ramah, serta di dukung oleh kepala desa yang superrior jiwa muda banget 😁",warganya ramah dukung kepala desa superrior jiwa muda banget,warga ramah dukung kepala desa superrior jiwa muda banget,Tanjung Laut,Jambi
"Tempat camping favorite di jambi. Sangat nyaman dan aman untuk camping atau mengadakan kegiatan2 seperti makrab dll. Tiketnya juga sangat terjangkau. Fasilitas semuanya lengkap dari mulai rumah pohon, tenda, perahu, hammock dll..  Mantap pokoknya",camping favorite jambi nyaman aman camping mengadakan kegiatan makrab dll tiketnya terjangkau fasilitas lengkap rumah pohon tenda perahu hammock dll mantap pokoknya,camping favorite jambi nyaman aman camping ada giat makrab dll tiket jangkau fasilitas lengkap rumah pohon tenda perahu hammock dll mantap pokok,Tanjung Laut,Jambi
Tempat nya juga cocok buat pacaran,cocok pacaran,cocok pacar,Tanjung Laut,Jambi
Lokasi Wisata danau tangkas dekat dg kota jambi,lokasi wisata danau tangkas kota jambi,lokasi wisata danau tangkas kota jambi,Tanjung Laut,Jambi
Baguss,bagus,bagus,Tanjung Laut,Jambi
Putar balik... Daerahnya g djangkau goggle map. Petunjuk arah g lengkap.. 😔😔,putar daerahnya djangkau goggle petunjuk arah lengkap,putar daerah djangkau goggle tunjuk arah lengkap,Tanjung Laut,Jambi
Untuk 2 jam dari jambi worth it la,jam jambi worth,jam jambi worth,Tanjung Laut,Jambi
Tempat camping yg menyenangkan,camping menyenangkan,camping senang,Tanjung Laut,Jambi
Pulau di seberang Danau Tangkas,pulau seberang danau tangkas,pulau seberang danau tangkas,Tanjung Laut,Jambi
"Tempat yang nyaman dengan keramahan warga setempat, cocok untuk kemping ceria",nyaman keramahan warga cocok kemping ceria,nyaman ramah warga cocok kemping ceria,Tanjung Laut,Jambi
Tempat Rekreasi asik.. Dan tempat camping seru,rekreasi asik camping seru,rekreasi asik camping seru,Tanjung Laut,Jambi
"Saran  untuk   wisatawan yang belum pernah sama skali ke lokasi dari arah jambi,Jangan ikuti maps yang melewati jalan lintas Sumatera  Km 58,,!! di rekomendasikan untuk lewat rute pasar sengeti>gerunggung>suak putat.  Buat pengelola , tolong registrasi maps yang memudahkan pengunjung.  Baik roda 2/4.",saran wisatawan lokasi arah jambi ikuti melewati jalan lintas sumatera rekomendasikan rute pasar sengeti gerunggung suak putat pengelola tolong registrasi memudahkan pengunjung roda,saran wisatawan lokasi arah jambi ikut lewat jalan lintas sumatera rekomendasi rute pasar senget gerunggung suak putat kelola tolong registrasi mudah unjung roda,Tanjung Laut,Jambi
Ni wisata yg lagi hits di sengeti,wisata hits sengeti,wisata hits senget,Tanjung Laut,Jambi
good,good,good,Tanjung Laut,Jambi
Tiket masuk dan wahana perahu murah meriah. Cocok utk bertamasya dan piknik dgn keluarga dan org tercinta.,tiket wahana perahu murah meriah cocok bertamasya piknik keluarga tercinta,tiket wahana perahu murah riah cocok tamasya piknik keluarga cinta,Tanjung Laut,Jambi
