review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
"Taman Edukasi Perikanan dan wisata Mangrove Berperahu, seru dan edukatif bagi anak anak",taman edukasi perikanan wisata mangrove berperahu seru edukatif anak anak,taman edukasi ikan wisata mangrove perahu seru edukatif anak anak,Mangrove Kurau,Kepulauan Bangka Belitung
"Lokasi Smart Fishery Village, integrasi perikanan di bidang budidaya ikan, penangkapan ikan, pengolahan ikan dan tempat wisata. Ada wisata Mangrove pakai kapal, ada kolam terpal bundar untuk budidaya ikan dan udang, ada tempat pembesaran Kepiting Bakau sistem lemari, ada tempat pembesaran kepiting cangkang lunak, ada tempat pembesaran ikan air payau lainnya. Tersedia juga tempat ngopi dan jajan, ada kamar kecil dan mushola.
Mantap, semoga selalu terjaga dan semakin sukses. 👍🏽👍🏽",lokasi smart fishery village integrasi perikanan bidang budidaya ikan penangkapan ikan pengolahan ikan wisata wisata mangrove pakai kapal kolam terpal bundar budidaya ikan udang pembesaran kepiting bakau sistem lemari pembesaran kepiting cangkang lunak pembesaran ikan air payau tersedia ngopi jajan kamar mushola mantap semoga terjaga sukses,lokasi smart fishery village integrasi ikan bidang budidaya ikan tangkap ikan olah ikan wisata wisata mangrove pakai kapal kolam terpal bundar budidaya ikan udang besar kepiting bakau sistem lemari besar kepiting cangkang lunak besar ikan air payau sedia ngopi jajan kamar mushola mantap moga jaga sukses,Mangrove Kurau,Kepulauan Bangka Belitung
Tambang pasir Bangka Belitung,tambang pasir bangka belitung,tambang pasir bangka belitung,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove keren..,mangrove keren,mangrove keren,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempatnya bagus untuk edukasi, menawarkan wisata yang lengkap tentang mangrove dan pelestarian pesisir. Ada wahana susur sungai.",tempatnya bagus edukasi menawarkan wisata lengkap mangrove pelestarian pesisir wahana susur sungai,tempat bagus edukasi tawar wisata lengkap mangrove lestari pesisir wahana susur sungai,Mangrove Kurau,Kepulauan Bangka Belitung
Mantap buat mancing,mantap mancing,mantap mancing,Mangrove Kurau,Kepulauan Bangka Belitung
"Seneng melihat kawasan ini dijaga, dikelola n dilestarikan....",senang kawasan dijaga dikelola dilestarikan,senang kawasan jaga kelola lestari,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove alam tua yg terjaga baik....kth kurau Barat luar biasa...sangat cocok.sebagai eduekowisata n perlu dikembangkan,mangrove alam tua terjaga kth kurau barat cocok eduekowisata dikembangkan,mangrove alam tua jaga kth kurau barat cocok eduekowisata kembang,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove yang masih alami dan asri,mangrove alami asri,mangrove alami asri,Mangrove Kurau,Kepulauan Bangka Belitung
Tempatnya bersih yah,tempatnya bersih,tempat bersih,Mangrove Kurau,Kepulauan Bangka Belitung
Sedang dalam perbaikan jadi tidak dapat berkunjung cuma bs foto didepannya.,perbaikan berkunjung foto didepannya,baik kunjung foto depan,Mangrove Kurau,Kepulauan Bangka Belitung
"Sudah tidak beroperasi lagi untuk waktu yang lama, cukup menyesal karna sudah perjalanan jauh..",beroperasi waktu menyesal perjalanan,operasi waktu sesal jalan,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempat sudah tutup, tidak ada aktivitas lagi",tutup aktivitas,tutup aktivitas,Mangrove Kurau,Kepulauan Bangka Belitung
Ladi renovasi.,ladi renovasi,ladi renovasi,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus tempatnya buat hunting photo .. ada perahu boatnya jg tambah gokil tracknya bikin nagih.. keren banget wajib kesini kalau lagi di bangka,bagus tempatnya hunting photo perahu boatnya gila tracknya bikin nagih keren banget wajib kesini bangka,bagus tempat hunting photo perahu boatnya gila tracknya bikin nagih keren banget wajib kesini bangka,Mangrove Kurau,Kepulauan Bangka Belitung
tempat dmna kita bsa beljar lebih bnyk tentang nikmat alam,dimana beljar nikmat alam,mana beljar nikmat alam,Mangrove Kurau,Kepulauan Bangka Belitung
Kolam udang dengan sistem bioplog dikembangkan disini. Hasilnya cukup baik,kolam udang sistem bioplog dikembangkan hasilnya,kolam udang sistem bioplog kembang hasil,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat yang bagus untuk belajar mengenai mangrove di alam. Ada fasilitas Perahu juga tapi sedang tidak beroperasi. Rekomendasi untuk kunjungan keluarga dan anak anak.,bagus belajar mangrove alam fasilitas perahu beroperasi rekomendasi kunjungan keluarga anak anak,bagus ajar mangrove alam fasilitas perahu operasi rekomendasi kunjung keluarga anak anak,Mangrove Kurau,Kepulauan Bangka Belitung
Tutup saat libur padahal sudah seminggu setelah lebaran Idul Futri 2022,tutup libur seminggu lebaran idul futri,tutup libur minggu lebaran idul futri,Mangrove Kurau,Kepulauan Bangka Belitung
Sangat membantu,membantu,bantu,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan mangrove yang berada di Kurau Barat ini sangat rekomendasi buat kalian yang suka berkunjung ke tempat wisata alam. Disini terdapat sewa boat (10rb/orang) yang bisa disewa untuk berkeliling di area hutan mangrove, selain itu yang tidak mau menggunakan boat, bisa berjalan kaki menyusuri hutan. Terdapat warung di area parkir dan toilet umum.",wisata hutan mangrove kurau barat rekomendasi suka berkunjung wisata alam sewa boat ribu disewa berkeliling area hutan mangrove boat berjalan kaki menyusuri hutan warung area parkir toilet umum,wisata hutan mangrove kurau barat rekomendasi suka kunjung wisata alam sewa boat ribu sewa keliling area hutan mangrove boat jalan kaki susur hutan warung area parkir toilet umum,Mangrove Kurau,Kepulauan Bangka Belitung
Experiencenya luar biasa,experiencenya,experiencenya,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat edukasi mangrove dan edukasi udang Vaname yang di kelola oleh komunitas lingkungan,edukasi mangrove edukasi udang vaname kelola komunitas lingkungan,edukasi mangrove edukasi udang vaname kelola komunitas lingkung,Mangrove Kurau,Kepulauan Bangka Belitung
"Sudah tidak terawat dan tidak bisa dikunjungi lagi karena jalan setapaknya sudah rusak, sangat disayangkan",terawat dikunjungi jalan setapaknya rusak disayangkan,awat kunjung jalan setapak rusak sayang,Mangrove Kurau,Kepulauan Bangka Belitung
Nice place,nice place,nice place,Mangrove Kurau,Kepulauan Bangka Belitung
"Mangrove Munjang adalah kawasan konservasi pohon Mangrove dan spesies lainnya yang hidup di tepi pantai atau tempat yang berlumpur.
Taman Wisata Hutan Mangrove Munjang ini sekarang sudah sepi pengunjung sejak pandemi Covid.
Jembatan kayu yang meliuk-liuk di dalam hutan ini sudah rapuh dan ada yang roboh sama sekali.
Diperlukan dana yang tidak sedikit untuk memulihkan kembali wisata Hutan Mangrove ini.
#savehutanmngrove",mangrove munjang kawasan konservasi pohon mangrove spesies hidup tepi pantai berlumpur taman wisata hutan mangrove munjang sepi pengunjung pandemi covid jembatan kayu meliuk liuk hutan rapuh roboh dana memulihkan wisata hutan mangrove savehutanmngrove,mangrove munjang kawasan konservasi pohon mangrove spesies hidup tepi pantai lumpur taman wisata hutan mangrove munjang sepi unjung pandemi covid jembatan kayu liuk liuk hutan rapuh roboh dana pulih wisata hutan mangrove savehutanmngrove,Mangrove Kurau,Kepulauan Bangka Belitung
alami. indah. belajar,alami indah belajar,alami indah ajar,Mangrove Kurau,Kepulauan Bangka Belitung
"Asri, tempat parkir memadai",asri parkir memadai,asri parkir pada,Mangrove Kurau,Kepulauan Bangka Belitung
keren,keren,keren,Mangrove Kurau,Kepulauan Bangka Belitung
"Kereen, keliling naek boat, terus jalan kaki di jembatan kayu, kl datang kesini sore hari sebaiknya tangan & kaki dikasih lotion anti nyamuk dl yah..",keren keliling boat jalan kaki jembatan kayu kesini sore tangan kaki dikasih lotion anti nyamuk,keren keliling boat jalan kaki jembatan kayu kesini sore tangan kaki kasih lotion anti nyamuk,Mangrove Kurau,Kepulauan Bangka Belitung
tempat wisata ter recomended sih ini!!!,wisata ter recomended,wisata ter recomended,Mangrove Kurau,Kepulauan Bangka Belitung
nice place,nice place,nice place,Mangrove Kurau,Kepulauan Bangka Belitung
Mantaf,mantaf,mantaf,Mangrove Kurau,Kepulauan Bangka Belitung
Temapt yang arsi dan indah,temapt arsi indah,temapt arsi indah,Mangrove Kurau,Kepulauan Bangka Belitung
Maa Syaa Allah,maa syaa allah,maa syaa allah,Mangrove Kurau,Kepulauan Bangka Belitung
"Adem di cuaca terik..
Sensasi naik kapal speedboat yang berliku melewati hutan, bikin sering berkunjung lagi",adem cuaca terik sensasi kapal speedboat berliku melewati hutan bikin berkunjung,adem cuaca terik sensasi kapal speedboat liku lewat hutan bikin kunjung,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata alam mangrove munjang teeletak di desa kurau bangka tengah,wisata alam mangrove munjang teeletak desa kurau bangka tengah,wisata alam mangrove munjang teeletak desa kurau bangka tengah,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan manggrove, yg paling oke kita bisa ajak anak-anak utk seru-seruan naik kapal speed..pekerjanya ramah2..recomended dikunjungi utk mengisi akhir pekan",wisata hutan manggrove oke ajak anak anak seru seruan kapal speed pekerjanya ramah recomended dikunjungi mengisi pekan,wisata hutan manggrove oke ajak anak anak seru seru kapal speed kerja ramah recomended kunjung isi pekan,Mangrove Kurau,Kepulauan Bangka Belitung
Okee,okee,okee,Mangrove Kurau,Kepulauan Bangka Belitung
Satu hal yang mengesankan d kurau aku mengenalny dan slalu mencintainy,mengesankan kurau mengenalny mencintainy,kesan kurau mengenalny mencintainy,Mangrove Kurau,Kepulauan Bangka Belitung
Maintenance required,maintenance required,maintenance required,Mangrove Kurau,Kepulauan Bangka Belitung
Lingkungan asri dan jarak jangkauan dari ibukota Pkp dekat...,lingkungan asri jarak jangkauan ibukota pkp,lingkung asri jarak jangkau ibukota pkp,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus jika terawat dgn baik. Keren..,bagus terawat keren,bagus awat keren,Mangrove Kurau,Kepulauan Bangka Belitung
"Keren tempatnya, bagus banget..
Sempetin naik boat keliling mangrove, seru asli..",keren tempatnya bagus banget sempetin boat keliling mangrove seru asli,keren tempat bagus banget sempetin boat keliling mangrove seru asli,Mangrove Kurau,Kepulauan Bangka Belitung
"mau cari oxigen bersih, datang ke kurau munjang",cari oxigen bersih kurau munjang,cari oxigen bersih kurau munjang,Mangrove Kurau,Kepulauan Bangka Belitung
Seruuu,seru,seru,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus untuk edukasi,bagus edukasi,bagus edukasi,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata alam bangka tengah,wisata alam bangka tengah,wisata alam bangka tengah,Mangrove Kurau,Kepulauan Bangka Belitung
Menjual berbagai macam jenis ikan cupang,menjual jenis ikan cupang,jual jenis ikan cupang,Mangrove Kurau,Kepulauan Bangka Belitung
"Begitu masuk ke dalam, serasa masuk dunia lain",serasa dunia,serasa dunia,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap, dgn mengunakan perahu menikmati kesejukan hutan bakau ada ditempat ini.Banyak spot buat kita foto2.",mantap mengunakan perahu menikmati kesejukan hutan bakau ditempat spot foto,mantap mengunakan perahu nikmat sejuk hutan bakau tempat spot foto,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus dan indah,bagus indah,bagus indah,Mangrove Kurau,Kepulauan Bangka Belitung
wisata mangrove.. recommended.. namun sebaiknya perlu diganti kayu2 pijakan yg sudah rapuh,wisata mangrove recommended diganti kayu pijakan rapuh,wisata mangrove recommended ganti kayu pijak rapuh,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap tempatnya asik, seru naik perahuanya",mantap tempatnya asik seru perahuanya,mantap tempat asik seru perahuanya,Mangrove Kurau,Kepulauan Bangka Belitung
"Masuknya tidak bayar, hanya bayar sewa jika naik kapal atau Speedboat saja, dan itupun sangat murah dan seruuuuuu. Tempatnya (hutan-hutanya) masih alami dan asri, kamar mandi nya bersih.",masuknya bayar bayar sewa kapal speedboat itupun murah seruuuuuu tempatnya hutan hutanya alami asri kamar mandi bersih,masuk bayar bayar sewa kapal speedboat itu murah seruuuuuu tempat hutan hutanya alami asri kamar mandi bersih,Mangrove Kurau,Kepulauan Bangka Belitung
Senang,senang,senang,Mangrove Kurau,Kepulauan Bangka Belitung
Indah,indah,indah,Mangrove Kurau,Kepulauan Bangka Belitung
Tempatnya ssmakin bagus. Trek di mangrove nya semakin panjang.,tempatnya ssmakin bagus trek mangrove,tempat ssmakin bagus trek mangrove,Mangrove Kurau,Kepulauan Bangka Belitung
Good,good,good,Mangrove Kurau,Kepulauan Bangka Belitung
Seru saat naik speedboad... apalgi waktu di tikungan tajam...,seru speedboad waktu tikungan tajam,seru speedboad waktu tikung tajam,Mangrove Kurau,Kepulauan Bangka Belitung
Klo mau berpetualang kecil2an dlm hutan ngajak bocil boleh juga,kalo berpetualang an hutan mengajak bocil,kalo tualang an hutan ajak bocil,Mangrove Kurau,Kepulauan Bangka Belitung
Indah ciptakan,indah ciptakan,indah cipta,Mangrove Kurau,Kepulauan Bangka Belitung
Seru naik speedboatnya meskipun rada takut 🤣 bisa jalan-jalan juga mengelilingi mangrovenya...,seru speedboatnya rada takut jalan jalan mengelilingi mangrovenya,seru speedboatnya rada takut jalan jalan keliling mangrovenya,Mangrove Kurau,Kepulauan Bangka Belitung
Menyenangkan apalagi kita naik motorboot,menyenangkan motorboot,senang motorboot,Mangrove Kurau,Kepulauan Bangka Belitung
Lumayan menjanjikan tuk tempat rekreasi,lumayan menjanjikan rekreasi,lumayan janji rekreasi,Mangrove Kurau,Kepulauan Bangka Belitung
Sejuk. Nyaman. & lebat pohonya,sejuk nyaman lebat pohonya,sejuk nyaman lebat pohonya,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat ini banyak peminat bola voly,peminat bola voly,minat bola voly,Mangrove Kurau,Kepulauan Bangka Belitung
Keren... Destinasi yg harus dikunjungi....,keren destinasi dikunjungi,keren destinasi kunjung,Mangrove Kurau,Kepulauan Bangka Belitung
"tempatnya mantap, mohon dipertahankan.",tempatnya mantap dipertahankan,tempat mantap tahan,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat ini bisa memberikan edukasi tentang pentingnya mangrove bagi kelangsungan ekosistem pesisir khususnya. Perjalanan mnuju hutan menggunakan speed boat kecil berkapasitas kurleb 9-10 org dgn tarif hanya 20k  pp per orangnya. Lokasi hutannya masih sangat asri dan terjaga dengan dominasi mangrove jenis rhizopora serta bruguiera yang bisa diamati dengan berjalan disepanjang track yg sdh disediakan. Bagi yang mau berkunjung kesini agar menyiapkan makanan dan minuman sendiri krn di dlm hutan nggak ada yg jualan dan perlu diingat untuk nggak membuang sampah sembarangan krn tempat sampah byk tersebar di bbrp track. Dari segi pelayanannya terbilang baik. Overall tempat ini worth it utk dikunjungi,edukasi mangrove kelangsungan ekosistem pesisir perjalanan mnuju hutan speed boat berkapasitas kurleb tarif kak pp orangnya lokasi hutannya asri terjaga dominasi mangrove jenis rhizopora bruguiera diamati berjalan disepanjang track disediakan berkunjung kesini makanan minuman hutan jualan membuang sampah sembarangan sampah tersebar track segi pelayanannya terbilang overall worth dikunjungi,edukasi mangrove langsung ekosistem pesisir jalan mnuju hutan speed boat kapasitas kurleb tarif kak pp orang lokasi hutan asri jaga dominasi mangrove jenis rhizopora bruguiera amat jalan panjang track sedia kunjung kesini makan minum hutan jual buang sampah sembarang sampah sebar track segi layan bilang overall worth kunjung,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan bakau yang keren.. jalurnya bagus.  Bisa jalan, bisa juga menyewa speadboat..",wisata hutan bakau keren jalurnya bagus jalan menyewa speadboat,wisata hutan bakau keren jalur bagus jalan sewa speadboat,Mangrove Kurau,Kepulauan Bangka Belitung
"Asik banget, wisata kesini sekalian bantu penduduk merawat dan melestarikan mangrove dan menambah income buat mereka",asik banget wisata kesini bantu penduduk merawat melestarikan mangrove menambah income,asik banget wisata kesini bantu duduk rawat lestari mangrove tambah income,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap..
Teruskan dan Perbanyak Spot Foto Foto",mantap teruskan perbanyak spot foto foto,mantap terus banyak spot foto foto,Mangrove Kurau,Kepulauan Bangka Belitung
Naik perahu lebih nikmat,perahu nikmat,perahu nikmat,Mangrove Kurau,Kepulauan Bangka Belitung
Top,top,top,Mangrove Kurau,Kepulauan Bangka Belitung
Salah satu tempat wisata alternatif yang rekommended untuk di kunjungi.,salah wisata alternatif rekommended kunjungi,salah wisata alternatif rekommended kunjung,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempatnya bagus, dirawat sama masyarakat sekitar, bisa naik perahunya 20k/orang seru banget, bisa ngajuin minta bibit mangrive juga",tempatnya bagus dirawat masyarakat perahunya kak seru banget mengajukan bibit mangrive,tempat bagus rawat masyarakat perahu kak seru banget aju bibit mangrive,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempat yang sangat bagus untuk kabur sesaat dari realita kehidupan dan berlibur. Hutan mangrove asri yang sudah disulap sedemikian rupa hingga sangat kekinian untuk berfoto atau sekedar menikmati emandangan dan hijau daun. Banyak spot foto bagus seperti jam dari kayu, rumah pohon, jembatan gantung dll.",bagus kabur realita kehidupan berlibur hutan mangrove asri disulap kekinian berfoto sekedar menikmati emandangan hijau daun spot foto bagus jam kayu rumah pohon jembatan gantung dll,bagus kabur realita hidup libur hutan mangrove asri sulap kini foto dar nikmat emandangan hijau daun spot foto bagus jam kayu rumah pohon jembatan gantung dll,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempatnya sangat alami, menyegarkan. Pengunjung akan menikmati perjalanan menggunakan speed boat untuk menuju pusat hutan bakau. Disana terdapat pondok peristirahatan jika pengunjung membawa makanan. Bagi yang mau hunting foto, banyak spot menarik dan alami disana. Hanya saja, tidak setiap waktu bisa lancar disungai karena speed boat tergantung ketinggian air pasang surut. Paling aman jika datang menjelang sore karena air sedang pasang. Ditunggu kedatangan anda!!",tempatnya alami menyegarkan pengunjung menikmati perjalanan speed boat pusat hutan bakau disana pondok peristirahatan pengunjung membawa makanan hunting foto spot menarik alami disana waktu lancar disungai speed boat tergantung ketinggian air pasang surut aman menjelang sore air pasang ditunggu kedatangan,tempat alami segar unjung nikmat jalan speed boat pusat hutan bakau sana pondok istirahat unjung bawa makan hunting foto spot tarik alami sana waktu lancar sungai speed boat gantung tinggi air pasang surut aman jelang sore air pasang tunggu datang,Mangrove Kurau,Kepulauan Bangka Belitung
Indah dan sejuk,indah sejuk,indah sejuk,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata sekaligus belajar mengenai lingkungan hutan mangrove,wisata belajar lingkungan hutan mangrove,wisata ajar lingkung hutan mangrove,Mangrove Kurau,Kepulauan Bangka Belitung
Hutan mangrove kurau sangat unik. Karena terdapat kapal boat yang mengantarkan para wisatawan berkeliling hutan mangrove,hutan mangrove kurau unik kapal boat mengantarkan wisatawan berkeliling hutan mangrove,hutan mangrove kurau unik kapal boat antar wisatawan keliling hutan mangrove,Mangrove Kurau,Kepulauan Bangka Belitung
"paling suka pas naik speedboat ke dalem hutannya, seru!!! dijamin sensasinya bikin nagih.",suka pas speedboat dalem hutannya seru dijamin sensasinya bikin nagih,suka pas speedboat dalem hutan seru jamin sensasi bikin nagih,Mangrove Kurau,Kepulauan Bangka Belitung
Suasana yg indah,suasana indah,suasana indah,Mangrove Kurau,Kepulauan Bangka Belitung
Suasana yang nyaman dan sejuk.  pemandangan laut yang bagus dengan background pulau pelawai,suasana nyaman sejuk pemandangan laut bagus background pulau pelawai,suasana nyaman sejuk pandang laut bagus background pulau lawa,Mangrove Kurau,Kepulauan Bangka Belitung
"Manteb nih tempatnya....sensasi naek speedboatnya itu loh....cihuy....ati2 ygbawa anak kecil, pegangin baek2 biar ga kelempar pas manuver kapalnya",mantap tempatnya sensasi speedboatnya cihuy ati ygbawa anak memegang biar kelempar pas manuver kapalnya,mantap tempat sensasi speedboatnya cihuy ati ygbawa anak pegang biar lempar pas manuver kapal,Mangrove Kurau,Kepulauan Bangka Belitung
"Kalau mau naik boat disarankam pagi, karena sore air surut",boat disarankam pagi sore air surut,boat disarankam pagi sore air surut,Mangrove Kurau,Kepulauan Bangka Belitung
Asik cuy tmpt yg asri dan hijau,asik cuy asri hijau,asik cuy asri hijau,Mangrove Kurau,Kepulauan Bangka Belitung
"Salah satu destinasi wisata yang bagus untuk keluarga. Bersantai di pondok, sambil melihat hutan mangrove yang airnya bening. Bisa keliling hutan mangrove menggunakan perahu mesin yang bisa menampung hingga 15 anggota keluarga. Cukup menyenangkan.",salah destinasi wisata bagus keluarga bersantai pondok hutan mangrove airnya bening keliling hutan mangrove perahu mesin menampung anggota keluarga menyenangkan,salah destinasi wisata bagus keluarga santa pondok hutan mangrove air bening keliling hutan mangrove perahu mesin tampung anggota keluarga senang,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata bahari naik perahu menyusuri hutan mangrove...jangan lupa siapkan payung karena kita tidak akan pernah tahu kapan hujan dan panas menusuk kulit.nice...,wisata bahari perahu menyusuri hutan mangrove lupa siapkan payung hujan panas menusuk kulit nice,wisata bahari perahu susur hutan mangrove lupa siap payung hujan panas tusuk kulit nice,Mangrove Kurau,Kepulauan Bangka Belitung
Love it,love,love,Mangrove Kurau,Kepulauan Bangka Belitung
Wau keren naik perahu cepat,wau keren perahu cepat,wau keren perahu cepat,Mangrove Kurau,Kepulauan Bangka Belitung
Sangat bgs pembudayaan manggrup hijau dan nyaman buat berwisata,bagus pembudayaan manggrup hijau nyaman berwisata,bagus budaya manggrup hijau nyaman wisata,Mangrove Kurau,Kepulauan Bangka Belitung
Mantul... Lumayan lebat mangrovenya,mantul lumayan lebat mangrovenya,mantul lumayan lebat mangrovenya,Mangrove Kurau,Kepulauan Bangka Belitung
LIKE,like,like,Mangrove Kurau,Kepulauan Bangka Belitung
"Bs menambah pengetahuan ttg fungsi tanaman mangrove, tiket masuk ke dlm rawa mangrove naik kapal kecil 15rb per org, tiket motor 3rb. Ada wc ada pondok pinggir jalan akses mdh. Rekomendasi",menambah pengetahuan fungsi tanaman mangrove tiket rawa mangrove kapal ribu tiket motor ribu wc pondok pinggir jalan akses mdh rekomendasi,tambah tahu fungsi tanam mangrove tiket rawa mangrove kapal ribu tiket motor ribu wc pondok pinggir jalan akses mdh rekomendasi,Mangrove Kurau,Kepulauan Bangka Belitung
Suasana alami dan letak tidak terlalu jauh dari pusat kota,suasana alami letak pusat kota,suasana alami letak pusat kota,Mangrove Kurau,Kepulauan Bangka Belitung
Sip,sip,sip,Mangrove Kurau,Kepulauan Bangka Belitung
Mantul,mantul,mantul,Mangrove Kurau,Kepulauan Bangka Belitung
"Trek jalannya setapak penuh kenangan, trek speedboatnya penuh tantangan",trek jalannya setapak penuh kenangan trek speedboatnya penuh tantangan,trek jalan setapak penuh kenang trek speedboatnya penuh tantang,Mangrove Kurau,Kepulauan Bangka Belitung
Syuka,syuka,syuka,Mangrove Kurau,Kepulauan Bangka Belitung
seru bgt di ajak ngebut si abangnyam bikin spot jantung . lemes lutut 😄😄,seru banget ajak ngebut abangnyam bikin spot jantung lemes lutut,seru banget ajak ngebut abangnyam bikin spot jantung lemes lutut,Mangrove Kurau,Kepulauan Bangka Belitung
"Gak tau sih... Pas kesini..tampilan dpn nya kurang menarik... Trus air lagi surut... Jadi gak tau apa yg bikin menarik nya. Mudah""an pemerintah bisa bantu untuk ngembangin nya.",tau pas kesini tampilan menarik air surut tau bikin menarik mudah an pemerintah bantu ngembangin,tau pas kesini tampil tarik air surut tau bikin tarik mudah an perintah bantu ngembangin,Mangrove Kurau,Kepulauan Bangka Belitung
Bagi yg suka petualangan bisa disini. Jalan kaki atau pake boat. Tinggal pilih,suka petualangan jalan kaki pakai boat tinggal pilih,suka tualang jalan kaki pakai boat tinggal pilih,Mangrove Kurau,Kepulauan Bangka Belitung
Apresiasi untuk kelestarian hutan Mangrove,apresiasi kelestarian hutan mangrove,apresiasi lestari hutan mangrove,Mangrove Kurau,Kepulauan Bangka Belitung
Suasana masih alami,suasana alami,suasana alami,Mangrove Kurau,Kepulauan Bangka Belitung
