review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
"Pantai Batu Kuda merupakan salah tempat wisata yang terletak Tulehu, Ambon Provinsi Maluku. Konon Batu Kuda ini merupakan kuda kesayangan Sapati Bhaaluwu waktu berkunjung di Kepulauan Maluku. Namun kuda itu telah membatu. Disekitar pantai terdapat Sumur Air Panas. Bahkan di tepian sekitar sumur memancar semburan air panas. Konon air tersebut terbentuk saat Sapati Bhaaluwu kehausan di tempat ini. Kemudian beliau menancapkan tongkatnya di lokasi ini. Saat itulah air keluar dari dalam tanah.",pantai batu kuda salah wisata terletak tulehu ambon provinsi maluku konon batu kuda kuda kesayangan sapati bhaaluwu waktu berkunjung kepulauan maluku kuda membatu disekitar pantai sumur air panas tepian sumur memancar semburan air panas konon air terbentuk sapati bhaaluwu kehausan beliau menancapkan tongkatnya lokasi air tanah,pantai batu kuda salah wisata letak tulehu ambon provinsi malu konon batu kuda kuda sayang sapat bhaaluwu waktu kunjung pulau malu kuda batu sekitar pantai sumur air panas tepi sumur pancar sembur air panas konon air bentuk sapat bhaaluwu haus beliau tancap tongkat lokasi air tanah,Pantai Batu Kuda,Maluku
Tempat yang indah. Poin plus ada mussolah yg bisa di pake. ☺️,indah poin plus mussolah pakai,indah poin plus mussolah pakai,Pantai Batu Kuda,Maluku
Tempatnya bagus cocok untuk buat kegiatan outdoor,tempatnya bagus cocok kegiatan outdoor,tempat bagus cocok giat outdoor,Pantai Batu Kuda,Maluku
Ada bulir bulir air panas yg menjadikan air tidak dingin,bulir bulir air panas menjadikan air dingin,bulir bulir air panas jadi air dingin,Pantai Batu Kuda,Maluku
Tempatnya sejuk,tempatnya sejuk,tempat sejuk,Pantai Batu Kuda,Maluku
Nyaman dan indah,nyaman indah,nyaman indah,Pantai Batu Kuda,Maluku
Indah,indah,indah,Pantai Batu Kuda,Maluku
Tempat ini adalah camp mrt swans/ team esport,camp mrt swans team esport,camp mrt swans team esport,Pantai Batu Kuda,Maluku
Tempat belajar vulkanologi dan geothermal yang bagus dan menyenangkan...,belajar vulkanologi geothermal bagus menyenangkan,ajar vulkanologi geothermal bagus senang,Pantai Batu Kuda,Maluku
Tempat yg aman dan nyaman,aman nyaman,aman nyaman,Pantai Batu Kuda,Maluku
Pantai ini milik pribadi dan dibuka secara umum.. Tempat ini menyuguhkan pemandangan laut dan pulau sekitar kota ambon.. Indah dipandang mata,pantai milik pribadi dibuka umum menyuguhkan pemandangan laut pulau kota ambon indah dipandang,pantai milik pribadi buka umum suguh pandang laut pulau kota ambon indah pandang,Pantai Batu Kuda,Maluku
Tempat yg nyaman untuk berlibur,nyaman berlibur,nyaman libur,Pantai Batu Kuda,Maluku
"Sangat indah pemandangan pantaix,yg sangat memanjakan mata",indah pemandangan pantaix memanjakan,indah pandang pantaix manja,Pantai Batu Kuda,Maluku
Tempat waisata yg indah di sudut pulau ambon,waisata indah sudut pulau ambon,waisata indah sudut pulau ambon,Pantai Batu Kuda,Maluku
"Tempat wisata lokal yg penuh sejarah, view bagus dan nyaman, ada musholah, ada cafe, bisa ngopi2 juga 👍🤩",wisata lokal penuh sejarah view bagus nyaman musholah cafe ngopi,wisata lokal penuh sejarah view bagus nyaman musholah cafe ngopi,Pantai Batu Kuda,Maluku
Tenang.. semilir.. buat camping ringan oke.. buat main air juga oke,tenang semilir camping ringan oke main air oke,tenang milir camping ringan oke main air oke,Pantai Batu Kuda,Maluku
Nice beach,nice beach,nice beach,Pantai Batu Kuda,Maluku
Tempat wisata pantai...banyak batu karang nya,wisata pantai batu karang,wisata pantai batu karang,Pantai Batu Kuda,Maluku
Ok,ok,ok,Pantai Batu Kuda,Maluku
Bagus...,bagus,bagus,Pantai Batu Kuda,Maluku
Good destination,good destination,good destination,Pantai Batu Kuda,Maluku
pantai berbatu karang,pantai berbatu karang,pantai batu karang,Pantai Batu Kuda,Maluku
Tempat baru yg msti dipoles ..lebh cantik lagi,msti dipoles cantik,msti poles cantik,Pantai Batu Kuda,Maluku
Tempat sekitar yg pas utk lari pagi..,pas lari pagi,pas lari pagi,Pantai Batu Kuda,Maluku
"Dive spot didaerah Tulehu, cukup ideal bagi penyelam pemula",dive spot didaerah tulehu ideal penyelam pemula,dive spot daerah tulehu ideal selam mula,Pantai Batu Kuda,Maluku
Pantainya keren dan nyaman buat refreshing.,pantainya keren nyaman refreshing,pantai keren nyaman refreshing,Pantai Batu Kuda,Maluku
Air jernih banyak karang,air jernih karang,air jernih karang,Pantai Batu Kuda,Maluku
"Untuk acara bareng2 lumayan lah. Ada tempat buat kegiatan bareng, baik indoor maupun outdoor...",acara bareng lumayan kegiatan bareng indoor outdoor,acara bareng lumayan giat bareng indoor outdoor,Pantai Batu Kuda,Maluku
Membuat saya mengerti apa itu kehidupan yg sesungguhnya,mengerti kehidupan sesungguhnya,erti hidup sungguh,Pantai Batu Kuda,Maluku
Sangat indah dengan sebutan ombak .serta lambaian nyiur pohon kelapa memberikan kesejukan yg berarti.,indah sebutan ombak lambaian nyiur pohon kelapa kesejukan,indah sebut ombak lambai nyiur pohon kelapa sejuk,Pantai Batu Kuda,Maluku
Pantai penuh kenangan,pantai penuh kenangan,pantai penuh kenang,Pantai Batu Kuda,Maluku
"Pantainya sepi pengunjung,jadi berasa private beach. Pemandangan bagus. Airnya jernih dan ada sumur sumber air panas.",pantainya sepi pengunjung berasa private beach pemandangan bagus airnya jernih sumur sumber air panas,pantai sepi unjung asa private beach pandang bagus air jernih sumur sumber air panas,Pantai Batu Kuda,Maluku
Pantainya jenis pantai berbatu... ombaknya lumayan juga.. bayar retribusi kalau jalan kaki cuma 3000. Pergi pagi2 jam 6 kalau pingin tak bayar retribusi. Huehehe,pantainya jenis pantai berbatu ombaknya lumayan bayar retribusi jalan kaki pergi pagi jam pengin bayar retribusi huehehe,pantai jenis pantai batu ombak lumayan bayar retribusi jalan kaki pergi pagi jam pengin bayar retribusi huehehe,Pantai Batu Kuda,Maluku
Seram kalo malam wkwk,seram kalo malam wkwk,seram kalo malam wkwk,Pantai Batu Kuda,Maluku
"Pantai Batu Kuda merupakan salah satu destinasi wisata yang belum terlalu banyak dikenal oleh masyarakat Kota Ambon namum kalau mau diperhatikan pantai batu kuda ini merupakan tempat wisata yang paling indah dimulai dari keindahan alam, kejernihan laut serta memiliki keindahan pantai yang luar biasa :* tunggu apa lag guys ayo kita kasana :D",pantai batu kuda salah destinasi wisata dikenal masyarakat kota ambon namum diperhatikan pantai batu kuda wisata indah keindahan alam kejernihan laut memiliki keindahan pantai tunggu lag guys ayo kasana,pantai batu kuda salah destinasi wisata kenal masyarakat kota ambon namum perhati pantai batu kuda wisata indah indah alam jernih laut milik indah pantai tunggu lag guys ayo kasana,Pantai Batu Kuda,Maluku
"Batu kuda merupakan wisata yang cocok untuk melakukan kegiatan bersama keluarga,teman dan sebagainya
Tempat bagus pemandangannya indah",batu kuda wisata cocok kegiatan keluarga teman bagus pemandangannya indah,batu kuda wisata cocok giat keluarga teman bagus pandang indah,Pantai Batu Kuda,Maluku
"Pantai batu kuda adalah salah satu pantai yg terlentak di kecemata salahutu ,kabupaten maluku tengah.
Pantai batu kuda memiliki pemandangan yang begitu indah
dan memiliki batu yang berbentuk kuda yang begitu indah.
Sehingga membuat pengunjung tertarik untuk berfoto di pantai batu kuda",pantai batu kuda salah pantai terlentak kecemata salahutu kabupaten maluku tengah pantai batu kuda memiliki pemandangan indah memiliki batu berbentuk kuda indah pengunjung tertarik berfoto pantai batu kuda,pantai batu kuda salah pantai terlentak kecemata salahutu kabupaten malu tengah pantai batu kuda milik pandang indah milik batu bentuk kuda indah unjung tarik foto pantai batu kuda,Pantai Batu Kuda,Maluku
bgs tempatnya..,bagus tempatnya,bagus tempat,Pantai Batu Kuda,Maluku
Tempatxa masih asri dan nyaman tuk semua kalangan.,tempatxa asri nyaman kalangan,tempatxa asri nyaman kalang,Pantai Batu Kuda,Maluku
Keren,keren,keren,Pantai Batu Kuda,Maluku
"Tempat yang paling indah, terletak di kota ambon",indah terletak kota ambon,indah letak kota ambon,Pantai Batu Kuda,Maluku
pantai batu kuda memiliki pemandangan yang indah dengan batu karang yang bentuknya menyerupai kuda sangat indah di jadikan sebagai tempat untuk rekreasi,pantai batu kuda memiliki pemandangan indah batu karang bentuknya menyerupai kuda indah jadikan rekreasi,pantai batu kuda milik pandang indah batu karang bentuk rupa kuda indah jadi rekreasi,Pantai Batu Kuda,Maluku
Sangat bagus dan indah pemandangannya.,bagus indah pemandangannya,bagus indah pandang,Pantai Batu Kuda,Maluku
Nice place ...,nice place,nice place,Pantai Batu Kuda,Maluku
Tempat yang romantis,romantis,romantis,Pantai Batu Kuda,Maluku
wonderful,wonderful,wonderful,Pantai Batu Kuda,Maluku
Mantap buat snorkling,mantap snorkling,mantap snorkling,Pantai Batu Kuda,Maluku
Tempat ini punya cerita tentang aku dan dia. Batu kuda beach,cerita batu kuda beach,cerita batu kuda beach,Pantai Batu Kuda,Maluku
Salah satu spot dive di maluku 👍👍👌👌,salah spot dive maluku,salah spot dive malu,Pantai Batu Kuda,Maluku
Gak  ada kudanya,kudanya,kuda,Pantai Batu Kuda,Maluku
